p1name,p1pos,p1type,p1team,p1teamname,p1icetime,p2name,p2pos,p2type,p2team,p2teamname,p2icetime,time
Lucas Wallmark,Center,Forward,16,Chicago Blackhawks,886,Martin Necas,Center,Forward,12,Carolina Hurricanes,987,296
Taylor Hall,Left Wing,Forward,7,Buffalo Sabres,1336,Nico Hischier,Center,Forward,1,New Jersey Devils,1162,296
Pavel Buchnevich,Right Wing,Forward,3,New York Rangers,1288,Ryan Strome,Center,Forward,3,New York Rangers,1462,296
Nazem Kadri,Center,Forward,21,Colorado Avalanche,925,Joonas Donskoi,Right Wing,Forward,21,Colorado Avalanche,1075,297
Logan Couture,Center,Forward,28,San Jose Sharks,1064,Kevin Labanc,Right Wing,Forward,28,San Jose Sharks,1221,299
Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,880,Alex Wennberg,Center,Forward,13,Florida Panthers,1055,299
Lars Eller,Center,Forward,15,Washington Capitals,1261,T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1378,299
Christopher Tanev,Defenseman,Defenseman,20,Calgary Flames,1462,Alexander Edler,Defenseman,Defenseman,23,Vancouver Canucks,1358,300
Patric Hornqvist,Right Wing,Forward,13,Florida Panthers,894,Jared McCann,Center,Forward,5,Pittsburgh Penguins,1091,300
Darren Helm,Left Wing,Forward,17,Detroit Red Wings,974,Frans Nielsen,Center,Forward,17,Detroit Red Wings,871,300
Robert Bortuzzo,Defenseman,Defenseman,19,St. Louis Blues,571,Vince Dunn,Defenseman,Defenseman,19,St. Louis Blues,1183,301
Cam Fowler,Defenseman,Defenseman,24,Anaheim Ducks,1494,Michael Del Zotto,Defenseman,Defenseman,0,No team,1025,301
P.K. Subban,Defenseman,Defenseman,1,New Jersey Devils,1584,Damon Severson,Defenseman,Defenseman,1,New Jersey Devils,1678,301
Wayne Simmonds,Right Wing,Forward,10,Toronto Maple Leafs,1020,Miles Wood,Left Wing,Forward,1,New Jersey Devils,902,302
Andrew Copp,Center,Forward,52,Winnipeg Jets,1138,Mathieu Perreault,Left Wing,Forward,52,Winnipeg Jets,644,302
Nick Ritchie,Left Wing,Forward,6,Boston Bruins,725,Ondrej Kase,Right Wing,Forward,6,Boston Bruins,978,303
Filip Forsberg,Left Wing,Forward,18,Nashville Predators,1125,Viktor Arvidsson,Right Wing,Forward,18,Nashville Predators,1005,304
Tobias Rieder,Center,Forward,7,Buffalo Sabres,629,Mark Jankowski,Center,Forward,5,Pittsburgh Penguins,650,305
Artturi Lehkonen,Left Wing,Forward,8,Montréal Canadiens,1113,Nick Suzuki,Center,Forward,8,Montréal Canadiens,1244,305
Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,916,Nick Foligno,Left Wing,Forward,29,Columbus Blue Jackets,1401,305
Phil Kessel,Right Wing,Forward,53,Arizona Coyotes,1290,Lawson Crouse,Left Wing,Forward,53,Arizona Coyotes,896,306
Carl Soderberg,Center,Forward,0,No team,1129,Phil Kessel,Right Wing,Forward,53,Arizona Coyotes,1290,306
John Carlson,Defenseman,Defenseman,15,Washington Capitals,1928,Dmitry Orlov,Defenseman,Defenseman,15,Washington Capitals,1701,306
Jason Spezza,Center,Forward,10,Toronto Maple Leafs,672,Kasperi Kapanen,Right Wing,Forward,5,Pittsburgh Penguins,1141,306
Kyle Turris,Center,Forward,22,Edmonton Oilers,1008,Craig Smith,Right Wing,Forward,6,Boston Bruins,941,307
Timo Meier,Right Wing,Forward,28,San Jose Sharks,1210,Kevin Labanc,Right Wing,Forward,28,San Jose Sharks,1221,308
Dmitry Orlov,Defenseman,Defenseman,15,Washington Capitals,1701,Radko Gudas,Defenseman,Defenseman,13,Florida Panthers,1074,308
Nikita Zaitsev,Defenseman,Defenseman,9,Ottawa Senators,1353,Ron Hainsey,Defenseman,Defenseman,0,No team,1372,309
Erik Johnson,Defenseman,Defenseman,21,Colorado Avalanche,1325,Ryan Graves,Defenseman,Defenseman,21,Colorado Avalanche,1384,309
Jarred Tinordi,Defenseman,Defenseman,18,Nashville Predators,468,Mattias Ekholm,Defenseman,Defenseman,18,Nashville Predators,1690,309
Duncan Keith,Defenseman,Defenseman,16,Chicago Blackhawks,1629,Erik Gustafsson,Defenseman,Defenseman,4,Philadelphia Flyers,1438,310
Riley Sheahan,Center,Forward,0,No team,875,Jujhar Khaira,Left Wing,Forward,22,Edmonton Oilers,806,311
Barclay Goodrow,Center,Forward,14,Tampa Bay Lightning,1186,Timo Meier,Right Wing,Forward,28,San Jose Sharks,1210,311
Mathieu Perreault,Left Wing,Forward,52,Winnipeg Jets,644,Adam Lowry,Center,Forward,52,Winnipeg Jets,790,312
Drew Doughty,Defenseman,Defenseman,26,Los Angeles Kings,1891,Sean Walker,Defenseman,Defenseman,26,Los Angeles Kings,1412,312
Elias Pettersson,Center,Forward,23,Vancouver Canucks,1418,Bo Horvat,Center,Forward,23,Vancouver Canucks,1502,312
Pavel Buchnevich,Right Wing,Forward,3,New York Rangers,1288,Filip Chytil,Center,Forward,3,New York Rangers,906,313
Jason Dickinson,Center,Forward,25,Dallas Stars,992,Denis Gurianov,Right Wing,Forward,25,Dallas Stars,872,313
Andrew Mangiapane,Left Wing,Forward,20,Calgary Flames,968,Elias Lindholm,Center,Forward,20,Calgary Flames,1531,314
Chris Tierney,Center,Forward,9,Ottawa Senators,1320,Vladislav Namestnikov,Center,Forward,17,Detroit Red Wings,1016,314
Mikko Koivu,Center,Forward,29,Columbus Blue Jackets,856,Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1063,316
Brayden Schenn,Center,Forward,19,St. Louis Blues,1411,David Perron,Left Wing,Forward,19,St. Louis Blues,1475,316
Mike Hoffman,Left Wing,Forward,0,No team,1218,Vincent Trocheck,Center,Forward,12,Carolina Hurricanes,1107,316
Matt Nieto,Left Wing,Forward,28,San Jose Sharks,1006,J.T. Compher,Center,Forward,21,Colorado Avalanche,1207,316
Alexander Kerfoot,Center,Forward,10,Toronto Maple Leafs,1010,John Tavares,Center,Forward,10,Toronto Maple Leafs,1420,317
Calle Jarnkrok,Center,Forward,18,Nashville Predators,1077,Matt Duchene,Center,Forward,18,Nashville Predators,1222,317
Erik Gudbranson,Defenseman,Defenseman,9,Ottawa Senators,1056,Hampus Lindholm,Defenseman,Defenseman,24,Anaheim Ducks,1366,318
Jonas Brodin,Defenseman,Defenseman,30,Minnesota Wild,1523,Carson Soucy,Defenseman,Defenseman,30,Minnesota Wild,860,319
Matt Duchene,Center,Forward,18,Nashville Predators,1222,Ryan Johansen,Center,Forward,18,Nashville Predators,1240,319
Brett Howden,Center,Forward,3,New York Rangers,949,Brendan Lemieux,Left Wing,Forward,3,New York Rangers,838,320
Andrej Sekera,Defenseman,Defenseman,25,Dallas Stars,1045,Roman Polak,Defenseman,Defenseman,0,No team,687,320
Adam Henrique,Center,Forward,24,Anaheim Ducks,1346,Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,1440,320
Sean Monahan,Center,Forward,20,Calgary Flames,1364,Matthew Tkachuk,Left Wing,Forward,20,Calgary Flames,1429,320
Nick Paul,Left Wing,Forward,9,Ottawa Senators,866,Jean-Gabriel Pageau,Center,Forward,2,New York Islanders,1467,321
Ryan Murray,Defenseman,Defenseman,1,New Jersey Devils,561,David Savard,Defenseman,Defenseman,29,Columbus Blue Jackets,1461,321
Andrew Copp,Center,Forward,52,Winnipeg Jets,1138,Jack Roslovic,Center,Forward,52,Winnipeg Jets,1063,324
Sidney Crosby,Center,Forward,5,Pittsburgh Penguins,869,Jake Guentzel,Left Wing,Forward,5,Pittsburgh Penguins,885,326
Johnny Gaudreau,Left Wing,Forward,20,Calgary Flames,1391,Matthew Tkachuk,Left Wing,Forward,20,Calgary Flames,1429,326
Ilya Lyubushkin,Defenseman,Defenseman,53,Arizona Coyotes,724,Jordan Oesterle,Defenseman,Defenseman,53,Arizona Coyotes,1036,327
Evander Kane,Left Wing,Forward,28,San Jose Sharks,1367,Barclay Goodrow,Center,Forward,14,Tampa Bay Lightning,1186,327
Reilly Smith,Right Wing,Forward,54,Vegas Golden Knights,1319,Paul Stastny,Center,Forward,52,Winnipeg Jets,1338,327
Christian Fischer,Right Wing,Forward,53,Arizona Coyotes,623,Brad Richardson,Right Wing,Forward,18,Nashville Predators,805,327
Eric Robinson,Left Wing,Forward,29,Columbus Blue Jackets,595,Riley Nash,Center,Forward,29,Columbus Blue Jackets,784,327
Loui Eriksson,Left Wing,Forward,23,Vancouver Canucks,641,Tanner Pearson,Left Wing,Forward,23,Vancouver Canucks,1154,327
Mark Giordano,Defenseman,Defenseman,20,Calgary Flames,1591,Travis Hamonic,Defenseman,Defenseman,0,No team,1130,327
Connor McDavid,Center,Forward,22,Edmonton Oilers,1516,Ryan Nugent-Hopkins,Center,Forward,22,Edmonton Oilers,1436,330
Patrick Marleau,Center,Forward,28,San Jose Sharks,1058,Timo Meier,Right Wing,Forward,28,San Jose Sharks,1210,330
Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1304,James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,1036,330
Nino Niederreiter,Right Wing,Forward,12,Carolina Hurricanes,1059,Martin Necas,Center,Forward,12,Carolina Hurricanes,987,330
Alexander Kerfoot,Center,Forward,10,Toronto Maple Leafs,1010,William Nylander,Right Wing,Forward,10,Toronto Maple Leafs,1310,330
Lars Eller,Center,Forward,15,Washington Capitals,1261,Richard Panik,Right Wing,Forward,15,Washington Capitals,671,331
Pavel Zacha,Center,Forward,1,New Jersey Devils,1116,Jesper Bratt,Left Wing,Forward,1,New Jersey Devils,905,334
Derek Grant,Center,Forward,24,Anaheim Ducks,844,Nicolas Deslauriers,Left Wing,Forward,24,Anaheim Ducks,628,334
Sami Vatanen,Defenseman,Defenseman,0,No team,1111,Damon Severson,Defenseman,Defenseman,1,New Jersey Devils,1678,334
Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1249,Steven Stamkos,Center,Forward,14,Tampa Bay Lightning,1136,335
Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,991,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1449,335
Nic Dowd,Center,Forward,15,Washington Capitals,623,Brendan Leipsic,Left Wing,Forward,0,No team,566,336
Michael Del Zotto,Defenseman,Defenseman,0,No team,1025,Jacob Larsson,Defenseman,Defenseman,24,Anaheim Ducks,980,336
Bo Horvat,Center,Forward,23,Vancouver Canucks,1502,Loui Eriksson,Left Wing,Forward,23,Vancouver Canucks,641,336
Colin White,Center,Forward,9,Ottawa Senators,991,Brady Tkachuk,Left Wing,Forward,9,Ottawa Senators,1566,337
Mike Reilly,Defenseman,Defenseman,9,Ottawa Senators,861,Nikita Zaitsev,Defenseman,Defenseman,9,Ottawa Senators,1353,338
Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1063,Eric Staal,Center,Forward,7,Buffalo Sabres,1212,338
Jeff Petry,Defenseman,Defenseman,8,Montréal Canadiens,1826,Ben Chiarot,Defenseman,Defenseman,8,Montréal Canadiens,1720,338
Shea Theodore,Defenseman,Defenseman,54,Vegas Golden Knights,1767,Nicolas Hague,Defenseman,Defenseman,54,Vegas Golden Knights,631,339
Jesper Bratt,Left Wing,Forward,1,New Jersey Devils,905,Nico Hischier,Center,Forward,1,New Jersey Devils,1162,339
Mattias Janmark,Center,Forward,16,Chicago Blackhawks,942,Joe Pavelski,Center,Forward,25,Dallas Stars,1250,339
Jared McCann,Center,Forward,5,Pittsburgh Penguins,1091,Dominik Kahun,Center,Forward,22,Edmonton Oilers,775,339
Joel Farabee,Left Wing,Forward,4,Philadelphia Flyers,734,Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1304,339
Brad Hunt,Defenseman,Defenseman,30,Minnesota Wild,929,Carson Soucy,Defenseman,Defenseman,30,Minnesota Wild,860,341
Wayne Simmonds,Right Wing,Forward,10,Toronto Maple Leafs,1020,Pavel Zacha,Center,Forward,1,New Jersey Devils,1116,341
Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1169,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1449,341
Filip Chytil,Center,Forward,3,New York Rangers,906,Kaapo Kakko,Right Wing,Forward,3,New York Rangers,960,341
Ryan Suter,Defenseman,Defenseman,30,Minnesota Wild,1798,Matt Dumba,Defenseman,Defenseman,30,Minnesota Wild,1598,342
Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1304,Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,1174,342
Andy Greene,Defenseman,Defenseman,0,No team,1274,Damon Severson,Defenseman,Defenseman,1,New Jersey Devils,1678,343
Mike Hoffman,Left Wing,Forward,0,No team,1218,Evgenii Dadonov,Right Wing,Forward,9,Ottawa Senators,1211,346
Mark Giordano,Defenseman,Defenseman,20,Calgary Flames,1591,Rasmus Andersson,Defenseman,Defenseman,20,Calgary Flames,1459,346
Taylor Hall,Left Wing,Forward,7,Buffalo Sabres,1336,Conor Garland,Right Wing,Forward,53,Arizona Coyotes,999,347
Kris Letang,Defenseman,Defenseman,5,Pittsburgh Penguins,1721,Brian Dumoulin,Defenseman,Defenseman,5,Pittsburgh Penguins,590,347
Kyle Turris,Center,Forward,22,Edmonton Oilers,1008,Mikael Granlund,Center,Forward,0,No team,1187,348
Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1231,Anze Kopitar,Center,Forward,26,Los Angeles Kings,1622,348
Jon Merrill,Defenseman,Defenseman,17,Detroit Red Wings,947,Nick Holden,Defenseman,Defenseman,54,Vegas Golden Knights,1171,348
Patric Hornqvist,Right Wing,Forward,13,Florida Panthers,894,Evgeni Malkin,Center,Forward,5,Pittsburgh Penguins,1193,348
Joonas Donskoi,Right Wing,Forward,21,Colorado Avalanche,1075,Andre Burakovsky,Left Wing,Forward,21,Colorado Avalanche,955,348
Justin Holl,Defenseman,Defenseman,10,Toronto Maple Leafs,1334,Travis Dermott,Defenseman,Defenseman,10,Toronto Maple Leafs,1003,348
Joe Pavelski,Center,Forward,25,Dallas Stars,1250,Tyler Seguin,Center,Forward,25,Dallas Stars,1564,348
Alex Chiasson,Right Wing,Forward,22,Edmonton Oilers,907,Ryan Nugent-Hopkins,Center,Forward,22,Edmonton Oilers,1436,349
Ryan O'Reilly,Center,Forward,19,St. Louis Blues,1681,Brayden Schenn,Center,Forward,19,St. Louis Blues,1411,349
Max Pacioretty,Left Wing,Forward,54,Vegas Golden Knights,1443,William Karlsson,Center,Forward,54,Vegas Golden Knights,1309,349
Mike Matheson,Defenseman,Defenseman,5,Pittsburgh Penguins,1121,Aaron Ekblad,Defenseman,Defenseman,13,Florida Panthers,1715,350
Cal Clutterbuck,Right Wing,Forward,2,New York Islanders,526,Casey Cizikas,Center,Forward,2,New York Islanders,698,351
Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1304,Scott Laughton,Center,Forward,4,Philadelphia Flyers,730,352
Jake Guentzel,Left Wing,Forward,5,Pittsburgh Penguins,885,Bryan Rust,Right Wing,Forward,5,Pittsburgh Penguins,1215,352
Mike Hoffman,Left Wing,Forward,0,No team,1218,Frank Vatrano,Center,Forward,13,Florida Panthers,1079,353
Marco Scandella,Defenseman,Defenseman,19,St. Louis Blues,1108,Henri Jokiharju,Defenseman,Defenseman,7,Buffalo Sabres,1223,353
Brendan Leipsic,Left Wing,Forward,0,No team,566,Garnet Hathaway,Right Wing,Forward,15,Washington Capitals,729,354
Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,880,Pierre-Luc Dubois,Center,Forward,29,Columbus Blue Jackets,1473,354
Morgan Rielly,Defenseman,Defenseman,10,Toronto Maple Leafs,1267,Tyson Barrie,Defenseman,Defenseman,22,Edmonton Oilers,1628,355
Viktor Arvidsson,Right Wing,Forward,18,Nashville Predators,1005,Calle Jarnkrok,Center,Forward,18,Nashville Predators,1077,355
Jake DeBrusk,Left Wing,Forward,6,Boston Bruins,1062,Charlie Coyle,Center,Forward,6,Boston Bruins,1206,355
Esa Lindell,Defenseman,Defenseman,25,Dallas Stars,1738,Miro Heiskanen,Defenseman,Defenseman,25,Dallas Stars,1744,356
Joe Pavelski,Center,Forward,25,Dallas Stars,1250,Alexander Radulov,Right Wing,Forward,25,Dallas Stars,1113,356
Matt Grzelcyk,Defenseman,Defenseman,6,Boston Bruins,1300,Charlie McAvoy,Defenseman,Defenseman,6,Boston Bruins,1686,356
Joakim Ryan,Defenseman,Defenseman,12,Carolina Hurricanes,670,Drew Doughty,Defenseman,Defenseman,26,Los Angeles Kings,1891,357
Jason Zucker,Left Wing,Forward,5,Pittsburgh Penguins,1014,Eric Staal,Center,Forward,7,Buffalo Sabres,1212,357
Warren Foegele,Left Wing,Forward,12,Carolina Hurricanes,944,Andrei Svechnikov,Right Wing,Forward,12,Carolina Hurricanes,1306,357
Pavel Buchnevich,Right Wing,Forward,3,New York Rangers,1288,Artemi Panarin,Left Wing,Forward,3,New York Rangers,1568,358
Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1169,Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,991,358
Jake Muzzin,Defenseman,Defenseman,10,Toronto Maple Leafs,1165,Tyson Barrie,Defenseman,Defenseman,22,Edmonton Oilers,1628,358
Jordan Staal,Center,Forward,12,Carolina Hurricanes,1250,Brock McGinn,Left Wing,Forward,12,Carolina Hurricanes,898,358
Drew Doughty,Defenseman,Defenseman,26,Los Angeles Kings,1891,Ben Hutton,Defenseman,Defenseman,0,No team,1194,359
Kaapo Kakko,Right Wing,Forward,3,New York Rangers,960,Brett Howden,Center,Forward,3,New York Rangers,949,359
Carl Soderberg,Center,Forward,0,No team,1129,Lawson Crouse,Left Wing,Forward,53,Arizona Coyotes,896,359
Henri Jokiharju,Defenseman,Defenseman,7,Buffalo Sabres,1223,Jake McCabe,Defenseman,Defenseman,7,Buffalo Sabres,1240,360
Phil Kessel,Right Wing,Forward,53,Arizona Coyotes,1290,Christian Dvorak,Center,Forward,53,Arizona Coyotes,1248,360
Ryan Nugent-Hopkins,Center,Forward,22,Edmonton Oilers,1436,Kailer Yamamoto,Right Wing,Forward,22,Edmonton Oilers,484,361
Adam Gaudette,Center,Forward,23,Vancouver Canucks,750,Jake Virtanen,Right Wing,Forward,23,Vancouver Canucks,938,362
Alex Pietrangelo,Defenseman,Defenseman,54,Vegas Golden Knights,1895,Colton Parayko,Defenseman,Defenseman,19,St. Louis Blues,1576,362
Lars Eller,Center,Forward,15,Washington Capitals,1261,Jakub Vrana,Left Wing,Forward,15,Washington Capitals,1076,364
Valtteri Filppula,Center,Forward,17,Detroit Red Wings,1226,Andreas Athanasiou,Left Wing,Forward,0,No team,910,364
Alexander Kerfoot,Center,Forward,10,Toronto Maple Leafs,1010,Kasperi Kapanen,Right Wing,Forward,5,Pittsburgh Penguins,1141,365
Victor Hedman,Defenseman,Defenseman,14,Tampa Bay Lightning,1779,Jan Rutta,Defenseman,Defenseman,0,No team,528,365
Artemi Panarin,Left Wing,Forward,3,New York Rangers,1568,Chris Kreider,Left Wing,Forward,3,New York Rangers,1093,365
Erik Haula,Left Wing,Forward,0,No team,760,Ryan Dzingel,Center,Forward,12,Carolina Hurricanes,937,367
Chris Tierney,Center,Forward,9,Ottawa Senators,1320,Anthony Duclair,Left Wing,Forward,0,No team,1154,368
Derek Ryan,Center,Forward,20,Calgary Flames,1022,Dillon Dube,Center,Forward,20,Calgary Flames,599,368
Brandon Montour,Defenseman,Defenseman,7,Buffalo Sabres,1053,Rasmus Ristolainen,Defenseman,Defenseman,7,Buffalo Sabres,1663,369
Duncan Keith,Defenseman,Defenseman,16,Chicago Blackhawks,1629,Connor Murphy,Defenseman,Defenseman,16,Chicago Blackhawks,1332,369
Valeri Nichushkin,Right Wing,Forward,21,Colorado Avalanche,948,Pierre-Edouard Bellemare,Center,Forward,21,Colorado Avalanche,989,370
Matt Martin,Left Wing,Forward,0,No team,584,Casey Cizikas,Center,Forward,2,New York Islanders,698,371
Brock Boeser,Right Wing,Forward,23,Vancouver Canucks,1149,Bo Horvat,Center,Forward,23,Vancouver Canucks,1502,371
Erik Gustafsson,Defenseman,Defenseman,4,Philadelphia Flyers,1438,Connor Murphy,Defenseman,Defenseman,16,Chicago Blackhawks,1332,371
Josh Bailey,Right Wing,Forward,2,New York Islanders,1202,Anthony Beauvillier,Left Wing,Forward,2,New York Islanders,1389,372
Jack Hughes,Center,Forward,1,New Jersey Devils,1150,Wayne Simmonds,Right Wing,Forward,10,Toronto Maple Leafs,1020,372
Joakim Nordstrom,Center,Forward,20,Calgary Flames,608,Chris Wagner,Right Wing,Forward,6,Boston Bruins,859,372
Jaden Schwartz,Left Wing,Forward,19,St. Louis Blues,1342,Ryan O'Reilly,Center,Forward,19,St. Louis Blues,1681,372
John Tavares,Center,Forward,10,Toronto Maple Leafs,1420,Zach Hyman,Left Wing,Forward,10,Toronto Maple Leafs,989,375
Colin Miller,Defenseman,Defenseman,7,Buffalo Sabres,935,Rasmus Dahlin,Defenseman,Defenseman,7,Buffalo Sabres,1205,375
Neal Pionk,Defenseman,Defenseman,52,Winnipeg Jets,1726,Luca Sbisa,Defenseman,Defenseman,52,Winnipeg Jets,847,377
Nick Schmaltz,Center,Forward,53,Arizona Coyotes,1172,Christian Dvorak,Center,Forward,53,Arizona Coyotes,1248,377
Oscar Fantenberg,Defenseman,Defenseman,0,No team,573,Tyler Myers,Defenseman,Defenseman,23,Vancouver Canucks,1570,377
Luke Kunin,Center,Forward,18,Nashville Predators,1070,Jordan Greenway,Left Wing,Forward,30,Minnesota Wild,984,378
Antoine Roussel,Left Wing,Forward,23,Vancouver Canucks,492,Adam Gaudette,Center,Forward,23,Vancouver Canucks,750,380
Brad Richardson,Right Wing,Forward,18,Nashville Predators,805,Michael Grabner,Left Wing,Forward,0,No team,569,380
Derek Stepan,Center,Forward,53,Arizona Coyotes,1370,Lawson Crouse,Left Wing,Forward,53,Arizona Coyotes,896,380
Carl Gunnarsson,Defenseman,Defenseman,19,St. Louis Blues,585,Alex Pietrangelo,Defenseman,Defenseman,54,Vegas Golden Knights,1895,380
Pat Maroon,Left Wing,Forward,14,Tampa Bay Lightning,875,Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1053,380
Carl Hagelin,Left Wing,Forward,15,Washington Capitals,833,Richard Panik,Right Wing,Forward,15,Washington Capitals,671,380
Nick Leddy,Defenseman,Defenseman,2,New York Islanders,1357,Ryan Pulock,Defenseman,Defenseman,2,New York Islanders,1634,380
Evgeni Malkin,Center,Forward,5,Pittsburgh Penguins,1193,Jake Guentzel,Left Wing,Forward,5,Pittsburgh Penguins,885,381
Joel Armia,Right Wing,Forward,8,Montréal Canadiens,1092,Nick Suzuki,Center,Forward,8,Montréal Canadiens,1244,382
Nick Foligno,Left Wing,Forward,29,Columbus Blue Jackets,1401,Pierre-Luc Dubois,Center,Forward,29,Columbus Blue Jackets,1473,382
Andre Burakovsky,Left Wing,Forward,21,Colorado Avalanche,955,Nathan MacKinnon,Center,Forward,21,Colorado Avalanche,1631,382
Justin Faulk,Defenseman,Defenseman,19,St. Louis Blues,1461,Vince Dunn,Defenseman,Defenseman,19,St. Louis Blues,1183,382
Joe Thornton,Center,Forward,10,Toronto Maple Leafs,1206,Timo Meier,Right Wing,Forward,28,San Jose Sharks,1210,383
Kurtis MacDermid,Defenseman,Defenseman,26,Los Angeles Kings,634,Sean Walker,Defenseman,Defenseman,26,Los Angeles Kings,1412,384
Jonathan Toews,Center,Forward,16,Chicago Blackhawks,1540,Alex DeBrincat,Left Wing,Forward,16,Chicago Blackhawks,1296,384
William Carrier,Left Wing,Forward,54,Vegas Golden Knights,729,Tomas Nosek,Left Wing,Forward,54,Vegas Golden Knights,805,385
Nick Paul,Left Wing,Forward,9,Ottawa Senators,866,Connor Brown,Right Wing,Forward,9,Ottawa Senators,1518,386
Steven Stamkos,Center,Forward,14,Tampa Bay Lightning,1136,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1449,386
Alexander Steen,Left Wing,Forward,19,St. Louis Blues,781,Tyler Bozak,Center,Forward,19,St. Louis Blues,1050,387
David Pastrnak,Right Wing,Forward,6,Boston Bruins,1531,David Krejci,Center,Forward,6,Boston Bruins,1194,387
Josh Bailey,Right Wing,Forward,2,New York Islanders,1202,Mathew Barzal,Center,Forward,2,New York Islanders,1473,390
Erik Haula,Left Wing,Forward,0,No team,760,Martin Necas,Center,Forward,12,Carolina Hurricanes,987,391
Tyson Jost,Center,Forward,21,Colorado Avalanche,870,J.T. Compher,Center,Forward,21,Colorado Avalanche,1207,392
Auston Matthews,Center,Forward,10,Toronto Maple Leafs,1602,John Tavares,Center,Forward,10,Toronto Maple Leafs,1420,392
Max Domi,Center,Forward,29,Columbus Blue Jackets,1394,Nick Suzuki,Center,Forward,8,Montréal Canadiens,1244,393
Joakim Nordstrom,Center,Forward,20,Calgary Flames,608,Sean Kuraly,Center,Forward,6,Boston Bruins,959,395
Charlie Coyle,Center,Forward,6,Boston Bruins,1206,Danton Heinen,Left Wing,Forward,24,Anaheim Ducks,986,395
Jason Zucker,Left Wing,Forward,5,Pittsburgh Penguins,1014,Mats Zuccarello,Right Wing,Forward,30,Minnesota Wild,1071,396
Jay Bouwmeester,Defenseman,Defenseman,0,No team,1244,Justin Faulk,Defenseman,Defenseman,19,St. Louis Blues,1461,396
Nic Dowd,Center,Forward,15,Washington Capitals,623,Garnet Hathaway,Right Wing,Forward,15,Washington Capitals,729,397
Derick Brassard,Center,Forward,0,No team,942,Brock Nelson,Center,Forward,2,New York Islanders,1524,397
Korbinian Holzer,Defenseman,Defenseman,0,No team,834,Jacob Larsson,Defenseman,Defenseman,24,Anaheim Ducks,980,399
Jonathan Marchessault,Center,Forward,54,Vegas Golden Knights,1279,Paul Stastny,Center,Forward,52,Winnipeg Jets,1338,400
Carl Soderberg,Center,Forward,0,No team,1129,Nick Schmaltz,Center,Forward,53,Arizona Coyotes,1172,401
Sidney Crosby,Center,Forward,5,Pittsburgh Penguins,869,Dominik Simon,Center,Forward,20,Calgary Flames,922,401
Darren Helm,Left Wing,Forward,17,Detroit Red Wings,974,Luke Glendening,Center,Forward,17,Detroit Red Wings,948,401
Kevin Shattenkirk,Defenseman,Defenseman,24,Anaheim Ducks,1400,Victor Hedman,Defenseman,Defenseman,14,Tampa Bay Lightning,1779,402
Quinn Hughes,Defenseman,Defenseman,23,Vancouver Canucks,1611,Tyler Myers,Defenseman,Defenseman,23,Vancouver Canucks,1570,402
Tomas Hertl,Center,Forward,28,San Jose Sharks,935,Kevin Labanc,Right Wing,Forward,28,San Jose Sharks,1221,402
Mike Hoffman,Left Wing,Forward,0,No team,1218,Jonathan Huberdeau,Left Wing,Forward,13,Florida Panthers,1401,404
Joe Pavelski,Center,Forward,25,Dallas Stars,1250,Roope Hintz,Left Wing,Forward,25,Dallas Stars,953,404
Blake Wheeler,Right Wing,Forward,52,Winnipeg Jets,1441,Jack Roslovic,Center,Forward,52,Winnipeg Jets,1063,404
Rasmus Andersson,Defenseman,Defenseman,20,Calgary Flames,1459,Oliver Kylington,Defenseman,Defenseman,20,Calgary Flames,681,409
Duncan Keith,Defenseman,Defenseman,16,Chicago Blackhawks,1629,Adam Boqvist,Defenseman,Defenseman,16,Chicago Blackhawks,680,411
Adam Lowry,Center,Forward,52,Winnipeg Jets,790,Andrew Copp,Center,Forward,52,Winnipeg Jets,1138,411
Victor Hedman,Defenseman,Defenseman,14,Tampa Bay Lightning,1779,Erik Cernak,Defenseman,Defenseman,14,Tampa Bay Lightning,1339,412
Vinnie Hinostroza,Center,Forward,13,Florida Panthers,915,Derek Stepan,Center,Forward,53,Arizona Coyotes,1370,412
Nick Schmaltz,Center,Forward,53,Arizona Coyotes,1172,Conor Garland,Right Wing,Forward,53,Arizona Coyotes,999,413
