p1name,p1pos,p1type,p1team,p1teamname,p1icetime,p2name,p2pos,p2type,p2team,p2teamname,p2icetime,time
Dustin Brown,Right Wing,Forward,26,Los Angeles Kings,1311,Jeff Carter,Center,Forward,26,Los Angeles Kings,1091,177
Pat Maroon,Left Wing,Forward,14,Tampa Bay Lightning,875,Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1249,177
Jansen Harkins,Center,Forward,52,Winnipeg Jets,311,Jack Roslovic,Center,Forward,52,Winnipeg Jets,1063,177
Oscar Klefbom,Defenseman,Defenseman,22,Edmonton Oilers,1668,Joel Persson,Defenseman,Defenseman,0,No team,206,177
Anton Stralman,Defenseman,Defenseman,13,Florida Panthers,1477,Keith Yandle,Defenseman,Defenseman,13,Florida Panthers,1447,177
Marcus Sorensen,Left Wing,Forward,28,San Jose Sharks,937,Patrick Marleau,Center,Forward,28,San Jose Sharks,1058,177
Melker Karlsson,Center,Forward,0,No team,766,Joel Kellman,Center,Forward,28,San Jose Sharks,380,178
Brent Burns,Defenseman,Defenseman,28,San Jose Sharks,1968,Mario Ferraro,Defenseman,Defenseman,28,San Jose Sharks,1028,178
Jeff Skinner,Left Wing,Forward,7,Buffalo Sabres,1003,Evan Rodrigues,Center,Forward,5,Pittsburgh Penguins,531,178
Jon Merrill,Defenseman,Defenseman,17,Detroit Red Wings,947,Shea Theodore,Defenseman,Defenseman,54,Vegas Golden Knights,1767,178
Evgeni Malkin,Center,Forward,5,Pittsburgh Penguins,1193,Jared McCann,Center,Forward,5,Pittsburgh Penguins,1091,178
Steven Stamkos,Center,Forward,14,Tampa Bay Lightning,1136,Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,991,178
Nicklas Backstrom,Center,Forward,15,Washington Capitals,1290,Evgeny Kuznetsov,Center,Forward,15,Washington Capitals,1268,178
Dryden Hunt,Left Wing,Forward,53,Arizona Coyotes,255,Noel Acciari,Center,Forward,13,Florida Panthers,1115,178
Adam Lowry,Center,Forward,52,Winnipeg Jets,790,Jack Roslovic,Center,Forward,52,Winnipeg Jets,1063,179
Conor Sheary,Left Wing,Forward,0,No team,831,Jimmy Vesey,Left Wing,Forward,10,Toronto Maple Leafs,915,179
Ryan Carpenter,Center,Forward,16,Chicago Blackhawks,1003,Brandon Saad,Left Wing,Forward,21,Colorado Avalanche,1094,179
Artem Anisimov,Center,Forward,9,Ottawa Senators,695,Nick Paul,Left Wing,Forward,9,Ottawa Senators,866,179
Miles Wood,Left Wing,Forward,1,New Jersey Devils,902,Kevin Rooney,Center,Forward,3,New York Rangers,595,179
Nikita Gusev,Left Wing,Forward,1,New Jersey Devils,1044,Nico Hischier,Center,Forward,1,New Jersey Devils,1162,179
Tobias Rieder,Center,Forward,7,Buffalo Sabres,629,Sam Bennett,Center,Forward,20,Calgary Flames,668,179
Tobias Rieder,Center,Forward,7,Buffalo Sabres,629,Derek Ryan,Center,Forward,20,Calgary Flames,1022,179
Cody Eakin,Center,Forward,7,Buffalo Sabres,770,Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,631,179
Jonathan Drouin,Left Wing,Forward,8,Montréal Canadiens,443,Max Domi,Center,Forward,29,Columbus Blue Jackets,1394,179
Nick Ritchie,Left Wing,Forward,6,Boston Bruins,725,Sam Steel,Center,Forward,24,Anaheim Ducks,1150,179
Mike Green,Defenseman,Defenseman,0,No team,1105,Filip Hronek,Defenseman,Defenseman,17,Detroit Red Wings,1636,179
Chris Kreider,Left Wing,Forward,3,New York Rangers,1093,Kaapo Kakko,Right Wing,Forward,3,New York Rangers,960,180
Tyler Bertuzzi,Left Wing,Forward,17,Detroit Red Wings,1416,Valtteri Filppula,Center,Forward,17,Detroit Red Wings,1226,180
Colin White,Center,Forward,9,Ottawa Senators,991,Anthony Duclair,Left Wing,Forward,0,No team,1154,180
Zack Smith,Center,Forward,16,Chicago Blackhawks,600,Matthew Highmore,Center,Forward,16,Chicago Blackhawks,353,180
Max Domi,Center,Forward,29,Columbus Blue Jackets,1394,Nick Cousins,Center,Forward,18,Nashville Predators,883,180
Alex Wennberg,Center,Forward,13,Florida Panthers,1055,Emil Bemstrom,Center,Forward,29,Columbus Blue Jackets,719,181
Brian Dumoulin,Defenseman,Defenseman,5,Pittsburgh Penguins,590,John Marino,Defenseman,Defenseman,5,Pittsburgh Penguins,1218,181
Christian Fischer,Right Wing,Forward,53,Arizona Coyotes,623,Lawson Crouse,Left Wing,Forward,53,Arizona Coyotes,896,181
Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,979,Drake Caggiula,Center,Forward,0,No team,494,181
Mike Green,Defenseman,Defenseman,0,No team,1105,Dennis Cholowski,Defenseman,Defenseman,17,Detroit Red Wings,725,181
Frank Vatrano,Center,Forward,13,Florida Panthers,1079,Aleksander Barkov,Center,Forward,13,Florida Panthers,1510,182
Shayne Gostisbehere,Defenseman,Defenseman,4,Philadelphia Flyers,833,Justin Braun,Defenseman,Defenseman,4,Philadelphia Flyers,1088,182
Andre Burakovsky,Left Wing,Forward,21,Colorado Avalanche,955,Valeri Nichushkin,Right Wing,Forward,21,Colorado Avalanche,948,183
Tanner Pearson,Left Wing,Forward,23,Vancouver Canucks,1154,Adam Gaudette,Center,Forward,23,Vancouver Canucks,750,183
Marco Scandella,Defenseman,Defenseman,19,St. Louis Blues,1108,Colton Parayko,Defenseman,Defenseman,19,St. Louis Blues,1576,183
Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1063,Ryan Donato,Center,Forward,28,San Jose Sharks,690,183
John Klingberg,Defenseman,Defenseman,25,Dallas Stars,1393,Jamie Oleksiak,Defenseman,Defenseman,25,Dallas Stars,1110,184
Keith Yandle,Defenseman,Defenseman,13,Florida Panthers,1447,Mark Pysyk,Defenseman,Defenseman,25,Dallas Stars,746,184
Nicolas Hague,Defenseman,Defenseman,54,Vegas Golden Knights,631,Deryk Engelland,Defenseman,Defenseman,0,No team,904,185
Matt Calvert,Left Wing,Forward,21,Colorado Avalanche,743,Matt Nieto,Left Wing,Forward,28,San Jose Sharks,1006,185
Anton Stralman,Defenseman,Defenseman,13,Florida Panthers,1477,MacKenzie Weegar,Defenseman,Defenseman,13,Florida Panthers,939,185
Oskar Sundqvist,Center,Forward,19,St. Louis Blues,820,Mackenzie MacEachern,Left Wing,Forward,19,St. Louis Blues,457,185
Victor Mete,Defenseman,Defenseman,8,Montréal Canadiens,898,Jeff Petry,Defenseman,Defenseman,8,Montréal Canadiens,1826,185
Jason Dickinson,Center,Forward,25,Dallas Stars,992,Blake Comeau,Left Wing,Forward,25,Dallas Stars,866,186
Colin White,Center,Forward,9,Ottawa Senators,991,Vladislav Namestnikov,Center,Forward,17,Detroit Red Wings,1016,186
Sidney Crosby,Center,Forward,5,Pittsburgh Penguins,869,Evgeni Malkin,Center,Forward,5,Pittsburgh Penguins,1193,187
Brendan Lemieux,Left Wing,Forward,3,New York Rangers,838,Pavel Buchnevich,Right Wing,Forward,3,New York Rangers,1288,187
Brayden McNabb,Defenseman,Defenseman,54,Vegas Golden Knights,1482,Deryk Engelland,Defenseman,Defenseman,0,No team,904,187
Calle Jarnkrok,Center,Forward,18,Nashville Predators,1077,Mikael Granlund,Center,Forward,0,No team,1187,187
Kris Russell,Defenseman,Defenseman,22,Edmonton Oilers,940,Caleb Jones,Defenseman,Defenseman,22,Edmonton Oilers,615,187
Brett Pesce,Defenseman,Defenseman,12,Carolina Hurricanes,1405,Jaccob Slavin,Defenseman,Defenseman,12,Carolina Hurricanes,1673,187
Vincent Trocheck,Center,Forward,12,Carolina Hurricanes,1107,Jonathan Huberdeau,Left Wing,Forward,13,Florida Panthers,1401,187
Alexander Radulov,Right Wing,Forward,25,Dallas Stars,1113,Mattias Janmark,Center,Forward,16,Chicago Blackhawks,942,188
Ilya Kovalchuk,Left Wing,Forward,0,No team,856,Max Domi,Center,Forward,29,Columbus Blue Jackets,1394,188
Vladislav Gavrikov,Defenseman,Defenseman,29,Columbus Blue Jackets,1409,Dean Kukan,Defenseman,Defenseman,29,Columbus Blue Jackets,533,188
Marcus Sorensen,Left Wing,Forward,28,San Jose Sharks,937,Melker Karlsson,Center,Forward,0,No team,766,188
Vladislav Namestnikov,Center,Forward,17,Detroit Red Wings,1016,Anthony Duclair,Left Wing,Forward,0,No team,1154,188
Valtteri Filppula,Center,Forward,17,Detroit Red Wings,1226,Filip Zadina,Right Wing,Forward,17,Detroit Red Wings,430,188
Kris Letang,Defenseman,Defenseman,5,Pittsburgh Penguins,1721,Justin Schultz,Defenseman,Defenseman,15,Washington Capitals,1045,188
Matt Roy,Defenseman,Defenseman,26,Los Angeles Kings,1294,Kurtis MacDermid,Defenseman,Defenseman,26,Los Angeles Kings,634,188
Samuel Girard,Defenseman,Defenseman,21,Colorado Avalanche,1554,Cale Makar,Defenseman,Defenseman,21,Colorado Avalanche,1303,189
Jonathan Huberdeau,Left Wing,Forward,13,Florida Panthers,1401,Noel Acciari,Center,Forward,13,Florida Panthers,1115,189
Barclay Goodrow,Center,Forward,14,Tampa Bay Lightning,1186,Marcus Sorensen,Left Wing,Forward,28,San Jose Sharks,937,189
Marcus Sorensen,Left Wing,Forward,28,San Jose Sharks,937,Dylan Gambrell,Center,Forward,28,San Jose Sharks,623,189
Madison Bowey,Defenseman,Defenseman,0,No team,981,Filip Hronek,Defenseman,Defenseman,17,Detroit Red Wings,1636,189
Damon Severson,Defenseman,Defenseman,1,New Jersey Devils,1678,Dakota Mermis,Defenseman,Defenseman,30,Minnesota Wild,210,189
Brad Marchand,Left Wing,Forward,6,Boston Bruins,1562,Charlie Coyle,Center,Forward,6,Boston Bruins,1206,189
Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1231,Blake Lizotte,Center,Forward,26,Los Angeles Kings,938,190
Ryan Strome,Center,Forward,3,New York Rangers,1462,Kaapo Kakko,Right Wing,Forward,3,New York Rangers,960,190
Brock Nelson,Center,Forward,2,New York Islanders,1524,Michael Dal Colle,Left Wing,Forward,2,New York Islanders,644,190
Michael Dal Colle,Left Wing,Forward,2,New York Islanders,644,Derick Brassard,Center,Forward,0,No team,942,190
Brendan Smith,Defenseman,Defenseman,3,New York Rangers,714,Brady Skjei,Defenseman,Defenseman,12,Carolina Hurricanes,1449,190
Luca Sbisa,Defenseman,Defenseman,52,Winnipeg Jets,847,Nathan Beaulieu,Defenseman,Defenseman,52,Winnipeg Jets,685,190
Luke Kunin,Center,Forward,18,Nashville Predators,1070,Zach Parise,Left Wing,Forward,30,Minnesota Wild,1256,191
Brenden Dillon,Defenseman,Defenseman,15,Washington Capitals,1350,Mario Ferraro,Defenseman,Defenseman,28,San Jose Sharks,1028,191
Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,991,Nikita Kucherov,Right Wing,Forward,14,Tampa Bay Lightning,1420,191
Valeri Nichushkin,Right Wing,Forward,21,Colorado Avalanche,948,Nazem Kadri,Center,Forward,21,Colorado Avalanche,925,191
Kyle Turris,Center,Forward,22,Edmonton Oilers,1008,Matt Duchene,Center,Forward,18,Nashville Predators,1222,192
Aaron Ekblad,Defenseman,Defenseman,13,Florida Panthers,1715,Mark Pysyk,Defenseman,Defenseman,25,Dallas Stars,746,192
Jacob de la Rose,Left Wing,Forward,19,St. Louis Blues,556,Mackenzie MacEachern,Left Wing,Forward,19,St. Louis Blues,457,192
Artem Anisimov,Center,Forward,9,Ottawa Senators,695,Tyler Ennis,Center,Forward,22,Edmonton Oilers,1045,192
Cam Fowler,Defenseman,Defenseman,24,Anaheim Ducks,1494,Josh Manson,Defenseman,Defenseman,24,Anaheim Ducks,1057,192
Cody Eakin,Center,Forward,7,Buffalo Sabres,770,Cody Glass,Center,Forward,54,Vegas Golden Knights,572,192
Conor Sheary,Left Wing,Forward,0,No team,831,Casey Mittelstadt,Center,Forward,7,Buffalo Sabres,468,193
Colton Sceviour,Center,Forward,5,Pittsburgh Penguins,924,Dryden Hunt,Left Wing,Forward,53,Arizona Coyotes,255,193
Josh Archibald,Right Wing,Forward,22,Edmonton Oilers,853,Jujhar Khaira,Left Wing,Forward,22,Edmonton Oilers,806,193
Esa Lindell,Defenseman,Defenseman,25,Dallas Stars,1738,Andrej Sekera,Defenseman,Defenseman,25,Dallas Stars,1045,193
Max Jones,Left Wing,Forward,24,Anaheim Ducks,967,Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,1440,193
Filip Chytil,Center,Forward,3,New York Rangers,906,Brendan Lemieux,Left Wing,Forward,3,New York Rangers,838,194
Joel Farabee,Left Wing,Forward,4,Philadelphia Flyers,734,Scott Laughton,Center,Forward,4,Philadelphia Flyers,730,194
Sam Gagner,Center,Forward,17,Detroit Red Wings,581,Alex Chiasson,Right Wing,Forward,22,Edmonton Oilers,907,194
Andy Greene,Defenseman,Defenseman,0,No team,1274,Sami Vatanen,Defenseman,Defenseman,0,No team,1111,194
Sonny Milano,Left Wing,Forward,24,Anaheim Ducks,782,Emil Bemstrom,Center,Forward,29,Columbus Blue Jackets,719,194
Ian Cole,Defenseman,Defenseman,21,Colorado Avalanche,1169,Erik Johnson,Defenseman,Defenseman,21,Colorado Avalanche,1325,195
Austin Wagner,Left Wing,Forward,26,Los Angeles Kings,774,Michael Amadio,Center,Forward,26,Los Angeles Kings,892,195
Rasmus Ristolainen,Defenseman,Defenseman,7,Buffalo Sabres,1663,Rasmus Dahlin,Defenseman,Defenseman,7,Buffalo Sabres,1205,195
Valtteri Filppula,Center,Forward,17,Detroit Red Wings,1226,Adam Erne,Left Wing,Forward,17,Detroit Red Wings,667,195
Nikita Kucherov,Right Wing,Forward,14,Tampa Bay Lightning,1420,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1449,195
Barclay Goodrow,Center,Forward,14,Tampa Bay Lightning,1186,Melker Karlsson,Center,Forward,0,No team,766,196
Milan Lucic,Left Wing,Forward,20,Calgary Flames,952,Sam Bennett,Center,Forward,20,Calgary Flames,668,196
Vladislav Namestnikov,Center,Forward,17,Detroit Red Wings,1016,Artem Anisimov,Center,Forward,9,Ottawa Senators,695,196
Claude Giroux,Center,Forward,4,Philadelphia Flyers,1389,Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1304,197
Andrej Sekera,Defenseman,Defenseman,25,Dallas Stars,1045,Miro Heiskanen,Defenseman,Defenseman,25,Dallas Stars,1744,197
Nino Niederreiter,Right Wing,Forward,12,Carolina Hurricanes,1059,Lucas Wallmark,Center,Forward,16,Chicago Blackhawks,886,197
Paul Byron,Left Wing,Forward,8,Montréal Canadiens,472,Max Domi,Center,Forward,29,Columbus Blue Jackets,1394,198
Jaccob Slavin,Defenseman,Defenseman,12,Carolina Hurricanes,1673,Trevor van Riemsdyk,Defenseman,Defenseman,15,Washington Capitals,728,198
Corey Perry,Right Wing,Forward,0,No team,782,Jamie Benn,Left Wing,Forward,25,Dallas Stars,1219,198
Brady Tkachuk,Left Wing,Forward,9,Ottawa Senators,1566,Tyler Ennis,Center,Forward,22,Edmonton Oilers,1045,198
Korbinian Holzer,Defenseman,Defenseman,0,No team,834,Brendan Guhle,Defenseman,Defenseman,24,Anaheim Ducks,578,199
Danton Heinen,Left Wing,Forward,24,Anaheim Ducks,986,Anders Bjork,Left Wing,Forward,6,Boston Bruins,768,199
Jack Johnson,Defenseman,Defenseman,3,New York Rangers,1342,Justin Schultz,Defenseman,Defenseman,15,Washington Capitals,1045,200
Pavel Zacha,Center,Forward,1,New Jersey Devils,1116,Jack Hughes,Center,Forward,1,New Jersey Devils,1150,200
Brian Boyle,Center,Forward,0,No team,511,Brett Connolly,Right Wing,Forward,13,Florida Panthers,1035,200
Bryan Rust,Right Wing,Forward,5,Pittsburgh Penguins,1215,Jared McCann,Center,Forward,5,Pittsburgh Penguins,1091,200
Milan Lucic,Left Wing,Forward,20,Calgary Flames,952,Mikael Backlund,Center,Forward,20,Calgary Flames,1341,200
Jordan Weal,Center,Forward,8,Montréal Canadiens,667,Max Domi,Center,Forward,29,Columbus Blue Jackets,1394,200
Casey Mittelstadt,Center,Forward,7,Buffalo Sabres,468,Jimmy Vesey,Left Wing,Forward,10,Toronto Maple Leafs,915,201
Ryan Nugent-Hopkins,Center,Forward,22,Edmonton Oilers,1436,Jujhar Khaira,Left Wing,Forward,22,Edmonton Oilers,806,201
Dan Hamhuis,Defenseman,Defenseman,0,No team,871,Matt Irwin,Defenseman,Defenseman,7,Buffalo Sabres,546,201
Jujhar Khaira,Left Wing,Forward,22,Edmonton Oilers,806,Patrick Russell,Right Wing,Forward,22,Edmonton Oilers,526,201
David Krejci,Center,Forward,6,Boston Bruins,1194,Charlie Coyle,Center,Forward,6,Boston Bruins,1206,201
Boone Jenner,Center,Forward,29,Columbus Blue Jackets,1360,Josh Anderson,Right Wing,Forward,8,Montréal Canadiens,418,201
Erik Karlsson,Defenseman,Defenseman,28,San Jose Sharks,1397,Brent Burns,Defenseman,Defenseman,28,San Jose Sharks,1968,201
Anders Lee,Left Wing,Forward,2,New York Islanders,1373,Brock Nelson,Center,Forward,2,New York Islanders,1524,201
Brett Howden,Center,Forward,3,New York Rangers,949,Filip Chytil,Center,Forward,3,New York Rangers,906,201
Jake Virtanen,Right Wing,Forward,23,Vancouver Canucks,938,Elias Pettersson,Center,Forward,23,Vancouver Canucks,1418,201
Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,1440,Nick Ritchie,Left Wing,Forward,6,Boston Bruins,725,203
Carl Soderberg,Center,Forward,0,No team,1129,Conor Garland,Right Wing,Forward,53,Arizona Coyotes,999,203
Michael Grabner,Left Wing,Forward,0,No team,569,Vinnie Hinostroza,Center,Forward,13,Florida Panthers,915,203
Marcus Foligno,Left Wing,Forward,30,Minnesota Wild,874,Jordan Greenway,Left Wing,Forward,30,Minnesota Wild,984,203
Tomas Tatar,Left Wing,Forward,8,Montréal Canadiens,1213,Max Domi,Center,Forward,29,Columbus Blue Jackets,1394,203
Paul Stastny,Center,Forward,52,Winnipeg Jets,1338,Cody Glass,Center,Forward,54,Vegas Golden Knights,572,204
Travis Zajac,Center,Forward,1,New Jersey Devils,1216,Miles Wood,Left Wing,Forward,1,New Jersey Devils,902,204
Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,991,Brayden Point,Center,Forward,14,Tampa Bay Lightning,1394,204
Jordan Martinook,Left Wing,Forward,12,Carolina Hurricanes,507,Lucas Wallmark,Center,Forward,16,Chicago Blackhawks,886,204
Ryan Hartman,Right Wing,Forward,30,Minnesota Wild,853,Jordan Greenway,Left Wing,Forward,30,Minnesota Wild,984,206
Josh Bailey,Right Wing,Forward,2,New York Islanders,1202,Michael Dal Colle,Left Wing,Forward,2,New York Islanders,644,206
Frans Nielsen,Center,Forward,17,Detroit Red Wings,871,Adam Erne,Left Wing,Forward,17,Detroit Red Wings,667,206
Jeff Carter,Center,Forward,26,Los Angeles Kings,1091,Michael Amadio,Center,Forward,26,Los Angeles Kings,892,206
Lawson Crouse,Left Wing,Forward,53,Arizona Coyotes,896,Vinnie Hinostroza,Center,Forward,13,Florida Panthers,915,207
Jake Virtanen,Right Wing,Forward,23,Vancouver Canucks,938,J.T. Miller,Center,Forward,23,Vancouver Canucks,1586,207
Joel Armia,Right Wing,Forward,8,Montréal Canadiens,1092,Artturi Lehkonen,Left Wing,Forward,8,Montréal Canadiens,1113,207
William Karlsson,Center,Forward,54,Vegas Golden Knights,1309,Mark Stone,Right Wing,Forward,54,Vegas Golden Knights,1449,207
Dan Hamhuis,Defenseman,Defenseman,0,No team,871,Yannick Weber,Defenseman,Defenseman,0,No team,591,208
Zach Werenski,Defenseman,Defenseman,29,Columbus Blue Jackets,1772,Markus Nutivaara,Defenseman,Defenseman,13,Florida Panthers,590,208
Riley Sheahan,Center,Forward,0,No team,875,Patrick Russell,Right Wing,Forward,22,Edmonton Oilers,526,208
Dylan Larkin,Center,Forward,17,Detroit Red Wings,1655,Andreas Athanasiou,Left Wing,Forward,0,No team,910,208
Casey Cizikas,Center,Forward,2,New York Islanders,698,Leo Komarov,Right Wing,Forward,2,New York Islanders,606,209
Mikael Backlund,Center,Forward,20,Calgary Flames,1341,Michael Frolik,Right Wing,Forward,0,No team,709,209
Dominic Toninato,Center,Forward,52,Winnipeg Jets,517,Colton Sceviour,Center,Forward,5,Pittsburgh Penguins,924,209
Marcus Johansson,Center,Forward,30,Minnesota Wild,1130,Conor Sheary,Left Wing,Forward,0,No team,831,209
Will Butcher,Defenseman,Defenseman,1,New Jersey Devils,1070,P.K. Subban,Defenseman,Defenseman,1,New Jersey Devils,1584,209
Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,916,Alex Wennberg,Center,Forward,13,Florida Panthers,1055,209
Stephen Johns,Defenseman,Defenseman,25,Dallas Stars,319,Miro Heiskanen,Defenseman,Defenseman,25,Dallas Stars,1744,210
Mike Matheson,Defenseman,Defenseman,5,Pittsburgh Penguins,1121,Josh Brown,Defenseman,Defenseman,9,Ottawa Senators,788,210
Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1646,Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,979,210
Ron Hainsey,Defenseman,Defenseman,0,No team,1372,Erik Brannstrom,Defenseman,Defenseman,9,Ottawa Senators,460,210
Tyler Seguin,Center,Forward,25,Dallas Stars,1564,Corey Perry,Right Wing,Forward,0,No team,782,210
Max Pacioretty,Left Wing,Forward,54,Vegas Golden Knights,1443,Cody Glass,Center,Forward,54,Vegas Golden Knights,572,210
Gabriel Landeskog,Left Wing,Forward,21,Colorado Avalanche,1188,Nazem Kadri,Center,Forward,21,Colorado Avalanche,925,210
Cedric Paquette,Center,Forward,14,Tampa Bay Lightning,887,Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1249,211
Cody Ceci,Defenseman,Defenseman,5,Pittsburgh Penguins,1227,Travis Dermott,Defenseman,Defenseman,10,Toronto Maple Leafs,1003,211
Dylan Strome,Center,Forward,16,Chicago Blackhawks,950,Kirby Dach,Center,Forward,16,Chicago Blackhawks,953,211
Cody Eakin,Center,Forward,7,Buffalo Sabres,770,Mark Stone,Right Wing,Forward,54,Vegas Golden Knights,1449,211
Mikko Rantanen,Right Wing,Forward,21,Colorado Avalanche,875,Nazem Kadri,Center,Forward,21,Colorado Avalanche,925,211
Matt Grzelcyk,Defenseman,Defenseman,6,Boston Bruins,1300,Jeremy Lauzon,Defenseman,Defenseman,6,Boston Bruins,300,212
David Kampf,Center,Forward,16,Chicago Blackhawks,972,Matthew Highmore,Center,Forward,16,Chicago Blackhawks,353,212
Alex Ovechkin,Left Wing,Forward,15,Washington Capitals,1586,Lars Eller,Center,Forward,15,Washington Capitals,1261,212
Vladislav Namestnikov,Center,Forward,17,Detroit Red Wings,1016,Connor Brown,Right Wing,Forward,9,Ottawa Senators,1518,212
Derek Ryan,Center,Forward,20,Calgary Flames,1022,Sam Bennett,Center,Forward,20,Calgary Flames,668,213
Barclay Goodrow,Center,Forward,14,Tampa Bay Lightning,1186,Patrick Marleau,Center,Forward,28,San Jose Sharks,1058,214
Sidney Crosby,Center,Forward,5,Pittsburgh Penguins,869,Jason Zucker,Left Wing,Forward,5,Pittsburgh Penguins,1014,214
Vincent Trocheck,Center,Forward,12,Carolina Hurricanes,1107,Frank Vatrano,Center,Forward,13,Florida Panthers,1079,214
Jesper Fast,Right Wing,Forward,12,Carolina Hurricanes,1165,Brett Howden,Center,Forward,3,New York Rangers,949,214
Sami Vatanen,Defenseman,Defenseman,0,No team,1111,Will Butcher,Defenseman,Defenseman,1,New Jersey Devils,1070,214
Chris Kreider,Left Wing,Forward,3,New York Rangers,1093,Filip Chytil,Center,Forward,3,New York Rangers,906,215
Jake Muzzin,Defenseman,Defenseman,10,Toronto Maple Leafs,1165,Cody Ceci,Defenseman,Defenseman,5,Pittsburgh Penguins,1227,215
Cal Clutterbuck,Right Wing,Forward,2,New York Islanders,526,Matt Martin,Left Wing,Forward,0,No team,584,215
Nazem Kadri,Center,Forward,21,Colorado Avalanche,925,J.T. Compher,Center,Forward,21,Colorado Avalanche,1207,216
Devon Toews,Defenseman,Defenseman,21,Colorado Avalanche,1539,Ryan Pulock,Defenseman,Defenseman,2,New York Islanders,1634,216
Erik Karlsson,Defenseman,Defenseman,28,San Jose Sharks,1397,Brenden Dillon,Defenseman,Defenseman,15,Washington Capitals,1350,216
Deryk Engelland,Defenseman,Defenseman,0,No team,904,Nick Holden,Defenseman,Defenseman,54,Vegas Golden Knights,1171,217
Adam Henrique,Center,Forward,24,Anaheim Ducks,1346,Max Jones,Left Wing,Forward,24,Anaheim Ducks,967,217
Sean Kuraly,Center,Forward,6,Boston Bruins,959,Anders Bjork,Left Wing,Forward,6,Boston Bruins,768,218
Jesper Bratt,Left Wing,Forward,1,New Jersey Devils,905,Jack Hughes,Center,Forward,1,New Jersey Devils,1150,218
Jakub Voracek,Right Wing,Forward,4,Philadelphia Flyers,1300,James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,1036,218
Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,1256,Vinnie Hinostroza,Center,Forward,13,Florida Panthers,915,218
Artemi Panarin,Left Wing,Forward,3,New York Rangers,1568,Kaapo Kakko,Right Wing,Forward,3,New York Rangers,960,218
Conor Sheary,Left Wing,Forward,0,No team,831,Evan Rodrigues,Center,Forward,5,Pittsburgh Penguins,531,219
James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,1036,Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,1174,219
Brandon Carlo,Defenseman,Defenseman,6,Boston Bruins,1416,Matt Grzelcyk,Defenseman,Defenseman,6,Boston Bruins,1300,219
Tyler Pitlick,Center,Forward,53,Arizona Coyotes,769,Michael Raffl,Left Wing,Forward,4,Philadelphia Flyers,717,219
Mikko Koivu,Center,Forward,29,Columbus Blue Jackets,856,Jason Zucker,Left Wing,Forward,5,Pittsburgh Penguins,1014,219
Shayne Gostisbehere,Defenseman,Defenseman,4,Philadelphia Flyers,833,Robert Hagg,Defenseman,Defenseman,4,Philadelphia Flyers,779,220
Josh Leivo,Left Wing,Forward,20,Calgary Flames,580,Bo Horvat,Center,Forward,23,Vancouver Canucks,1502,220
Mathieu Perreault,Left Wing,Forward,52,Winnipeg Jets,644,Jack Roslovic,Center,Forward,52,Winnipeg Jets,1063,221
Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1646,Alex Nylander,Left Wing,Forward,16,Chicago Blackhawks,821,221
Michael Amadio,Center,Forward,26,Los Angeles Kings,892,Nikolai Prokhorkin,Left Wing,Forward,0,No team,527,221
Victor Hedman,Defenseman,Defenseman,14,Tampa Bay Lightning,1779,Mikhail Sergachev,Defenseman,Defenseman,14,Tampa Bay Lightning,1527,221
Ian Cole,Defenseman,Defenseman,21,Colorado Avalanche,1169,Ryan Graves,Defenseman,Defenseman,21,Colorado Avalanche,1384,221
Justin Abdelkader,Left Wing,Forward,0,No team,579,Christoffer Ehn,Center,Forward,0,No team,562,222
Sam Reinhart,Center,Forward,7,Buffalo Sabres,1544,Marcus Johansson,Center,Forward,30,Minnesota Wild,1130,222
Brad Marchand,Left Wing,Forward,6,Boston Bruins,1562,David Krejci,Center,Forward,6,Boston Bruins,1194,222
Nick Cousins,Center,Forward,18,Nashville Predators,883,Jordan Weal,Center,Forward,8,Montréal Canadiens,667,222
Luke Kunin,Center,Forward,18,Nashville Predators,1070,Marcus Foligno,Left Wing,Forward,30,Minnesota Wild,874,223
John Marino,Defenseman,Defenseman,5,Pittsburgh Penguins,1218,Kris Letang,Defenseman,Defenseman,5,Pittsburgh Penguins,1721,223
Jaden Schwartz,Left Wing,Forward,19,St. Louis Blues,1342,Robert Thomas,Center,Forward,19,St. Louis Blues,978,223
