p1name,p1pos,p1type,p1team,p1teamname,p1icetime,p2name,p2pos,p2type,p2team,p2teamname,p2icetime,time
Filip Zadina,Right Wing,Forward,17,Detroit Red Wings,858,Dylan Larkin,Center,Forward,17,Detroit Red Wings,983,392
Andrew Copp,Center,Forward,52,Winnipeg Jets,1246,Nikolaj Ehlers,Left Wing,Forward,52,Winnipeg Jets,1033,394
Anze Kopitar,Center,Forward,26,Los Angeles Kings,1252,Adrian Kempe,Center,Forward,26,Los Angeles Kings,1021,395
Anthony Duclair,Left Wing,Forward,13,Florida Panthers,786,Aleksander Barkov,Center,Forward,13,Florida Panthers,1281,396
Jeremy Lauzon,Defenseman,Defenseman,6,Boston Bruins,938,Charlie McAvoy,Defenseman,Defenseman,6,Boston Bruins,1691,398
Evander Kane,Left Wing,Forward,28,San Jose Sharks,1268,Tomas Hertl,Center,Forward,28,San Jose Sharks,994,398
Nathan Bastian,Right Wing,Forward,1,New Jersey Devils,535,Michael McLeod,Center,Forward,1,New Jersey Devils,734,398
Mikhail Sergachev,Defenseman,Defenseman,14,Tampa Bay Lightning,1873,Luke Schenn,Defenseman,Defenseman,14,Tampa Bay Lightning,556,400
James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,991,Joel Farabee,Left Wing,Forward,4,Philadelphia Flyers,949,400
Dominik Kahun,Center,Forward,22,Edmonton Oilers,685,Leon Draisaitl,Center,Forward,22,Edmonton Oilers,1517,400
J.T. Miller,Center,Forward,23,Vancouver Canucks,1251,Elias Pettersson,Center,Forward,23,Vancouver Canucks,524,401
Max Comtois,Left Wing,Forward,24,Anaheim Ducks,894,Rickard Rakell,Left Wing,Forward,24,Anaheim Ducks,1070,402
John Carlson,Defenseman,Defenseman,15,Washington Capitals,1426,Dmitry Orlov,Defenseman,Defenseman,15,Washington Capitals,1231,402
Tanner Pearson,Left Wing,Forward,23,Vancouver Canucks,910,Nils Hoglander,Left Wing,Forward,23,Vancouver Canucks,894,402
Mike Reilly,Defenseman,Defenseman,6,Boston Bruins,1342,Artem Zub,Defenseman,Defenseman,9,Ottawa Senators,892,404
Colin White,Center,Forward,9,Ottawa Senators,662,Evgenii Dadonov,Right Wing,Forward,9,Ottawa Senators,875,404
Dmitry Kulikov,Defenseman,Defenseman,22,Edmonton Oilers,1016,P.K. Subban,Defenseman,Defenseman,1,New Jersey Devils,1049,405
Roope Hintz,Left Wing,Forward,25,Dallas Stars,793,Joe Pavelski,Center,Forward,25,Dallas Stars,1130,406
Jacob Larsson,Defenseman,Defenseman,24,Anaheim Ducks,833,Ben Hutton,Defenseman,Defenseman,10,Toronto Maple Leafs,719,409
Teddy Blueger,Center,Forward,5,Pittsburgh Penguins,803,Brandon Tanev,Left Wing,Forward,5,Pittsburgh Penguins,574,409
Filip Hronek,Defenseman,Defenseman,17,Detroit Red Wings,1475,Danny DeKeyser,Defenseman,Defenseman,17,Detroit Red Wings,869,411
Nick Bonino,Center,Forward,30,Minnesota Wild,911,Nico Sturm,Center,Forward,30,Minnesota Wild,623,414
Joe Pavelski,Center,Forward,25,Dallas Stars,1130,Jamie Benn,Left Wing,Forward,25,Dallas Stars,1045,414
Pavel Zacha,Center,Forward,1,New Jersey Devils,946,Jesper Bratt,Left Wing,Forward,1,New Jersey Devils,808,414
Martin Necas,Center,Forward,12,Carolina Hurricanes,1276,Sebastian Aho,Center,Forward,12,Carolina Hurricanes,1520,415
Zach Bogosian,Defenseman,Defenseman,10,Toronto Maple Leafs,809,Travis Dermott,Defenseman,Defenseman,10,Toronto Maple Leafs,737,418
Ryan Nugent-Hopkins,Center,Forward,22,Edmonton Oilers,1211,Jesse Puljujarvi,Right Wing,Forward,22,Edmonton Oilers,929,419
Paul Stastny,Center,Forward,52,Winnipeg Jets,1192,Kyle Connor,Left Wing,Forward,52,Winnipeg Jets,1350,419
Timo Meier,Right Wing,Forward,28,San Jose Sharks,917,Tomas Hertl,Center,Forward,28,San Jose Sharks,994,420
Travis Sanheim,Defenseman,Defenseman,4,Philadelphia Flyers,1269,Philippe Myers,Defenseman,Defenseman,4,Philadelphia Flyers,862,421
Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,1116,Max Domi,Center,Forward,29,Columbus Blue Jackets,971,422
David Krejci,Center,Forward,6,Boston Bruins,1277,Nick Ritchie,Left Wing,Forward,6,Boston Bruins,998,423
Radek Faksa,Center,Forward,25,Dallas Stars,1037,Andrew Cogliano,Center,Forward,25,Dallas Stars,760,426
Devon Toews,Defenseman,Defenseman,21,Colorado Avalanche,1657,Samuel Girard,Defenseman,Defenseman,21,Colorado Avalanche,1414,429
Yegor Sharangovich,Center,Forward,1,New Jersey Devils,993,Jack Hughes,Center,Forward,1,New Jersey Devils,1139,429
Johnny Gaudreau,Left Wing,Forward,20,Calgary Flames,1144,Matthew Tkachuk,Left Wing,Forward,20,Calgary Flames,1064,429
Aleksander Barkov,Center,Forward,13,Florida Panthers,1281,Jonathan Huberdeau,Left Wing,Forward,13,Florida Panthers,1289,430
Brandon Saad,Left Wing,Forward,21,Colorado Avalanche,804,Andre Burakovsky,Left Wing,Forward,21,Colorado Avalanche,1003,431
Alex DeBrincat,Left Wing,Forward,16,Chicago Blackhawks,1231,Pius Suter,Center,Forward,16,Chicago Blackhawks,1009,432
Colton Sissons,Center,Forward,18,Nashville Predators,916,Yakov Trenin,Center,Forward,18,Nashville Predators,654,432
Pierre-Luc Dubois,Left Wing,Forward,52,Winnipeg Jets,898,Nikolaj Ehlers,Left Wing,Forward,52,Winnipeg Jets,1033,433
Chris Kreider,Left Wing,Forward,3,New York Rangers,888,Pavel Buchnevich,Right Wing,Forward,3,New York Rangers,1095,434
Mikael Backlund,Center,Forward,20,Calgary Flames,956,Milan Lucic,Left Wing,Forward,20,Calgary Flames,763,435
Dominik Kahun,Center,Forward,22,Edmonton Oilers,685,Kailer Yamamoto,Right Wing,Forward,22,Edmonton Oilers,947,436
Mikael Granlund,Center,Forward,18,Nashville Predators,1260,Luke Kunin,Center,Forward,18,Nashville Predators,657,437
Leon Draisaitl,Center,Forward,22,Edmonton Oilers,1517,Ryan Nugent-Hopkins,Center,Forward,22,Edmonton Oilers,1211,437
Matt Roy,Defenseman,Defenseman,26,Los Angeles Kings,880,Tobias Bjornfot,Defenseman,Defenseman,26,Los Angeles Kings,556,437
Josh Norris,Center,Forward,9,Ottawa Senators,945,Drake Batherson,Right Wing,Forward,9,Ottawa Senators,998,437
Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1415,Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1434,438
Mattias Ekholm,Defenseman,Defenseman,18,Nashville Predators,1327,Ryan Ellis,Defenseman,Defenseman,18,Nashville Predators,1056,438
Kyle Connor,Left Wing,Forward,52,Winnipeg Jets,1350,Nikolaj Ehlers,Left Wing,Forward,52,Winnipeg Jets,1033,439
Mats Zuccarello,Right Wing,Forward,30,Minnesota Wild,867,Victor Rask,Center,Forward,30,Minnesota Wild,967,440
David Krejci,Center,Forward,6,Boston Bruins,1277,Taylor Hall,Left Wing,Forward,6,Boston Bruins,1273,443
Roope Hintz,Left Wing,Forward,25,Dallas Stars,793,Jason Robertson,Left Wing,Forward,25,Dallas Stars,909,444
Chris Tierney,Center,Forward,9,Ottawa Senators,860,Connor Brown,Right Wing,Forward,9,Ottawa Senators,1029,444
Adam Henrique,Center,Forward,24,Anaheim Ducks,845,Jakob Silfverberg,Right Wing,Forward,24,Anaheim Ducks,849,444
Nazem Kadri,Center,Forward,21,Colorado Avalanche,1024,Brandon Saad,Left Wing,Forward,21,Colorado Avalanche,804,445
Tom Wilson,Right Wing,Forward,15,Washington Capitals,979,Nicklas Backstrom,Center,Forward,15,Washington Capitals,1216,446
Paul Byron,Left Wing,Forward,8,Montréal Canadiens,1002,Jake Evans,Center,Forward,8,Montréal Canadiens,721,446
Tyson Jost,Center,Forward,21,Colorado Avalanche,931,Valeri Nichushkin,Right Wing,Forward,21,Colorado Avalanche,984,447
Bo Horvat,Center,Forward,23,Vancouver Canucks,1197,Nils Hoglander,Left Wing,Forward,23,Vancouver Canucks,894,447
Oliver Ekman-Larsson,Defenseman,Defenseman,53,Arizona Coyotes,1005,Ilya Lyubushkin,Defenseman,Defenseman,53,Arizona Coyotes,670,449
Jason Robertson,Left Wing,Forward,25,Dallas Stars,909,Joe Pavelski,Center,Forward,25,Dallas Stars,1130,450
Jonathan Drouin,Left Wing,Forward,8,Montréal Canadiens,758,Josh Anderson,Right Wing,Forward,8,Montréal Canadiens,1318,452
Darnell Nurse,Defenseman,Defenseman,22,Edmonton Oilers,1692,Ethan Bear,Defenseman,Defenseman,22,Edmonton Oilers,865,452
Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,1341,Nicolas Roy,Center,Forward,54,Vegas Golden Knights,957,455
Andrew Copp,Center,Forward,52,Winnipeg Jets,1246,Mason Appleton,Center,Forward,52,Winnipeg Jets,971,455
Blake Comeau,Left Wing,Forward,25,Dallas Stars,819,Radek Faksa,Center,Forward,25,Dallas Stars,1037,457
Henri Jokiharju,Defenseman,Defenseman,7,Buffalo Sabres,846,Rasmus Dahlin,Defenseman,Defenseman,7,Buffalo Sabres,1265,457
Nate Thompson,Center,Forward,52,Winnipeg Jets,517,Trevor Lewis,Center,Forward,52,Winnipeg Jets,645,458
Tim Stützle,Left Wing,Forward,9,Ottawa Senators,905,Drake Batherson,Right Wing,Forward,9,Ottawa Senators,998,458
Brock Boeser,Right Wing,Forward,23,Vancouver Canucks,1209,Bo Horvat,Center,Forward,23,Vancouver Canucks,1197,461
MacKenzie Weegar,Defenseman,Defenseman,13,Florida Panthers,1496,Gustav Forsling,Defenseman,Defenseman,13,Florida Panthers,1057,462
Pat Maroon,Left Wing,Forward,14,Tampa Bay Lightning,942,Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,1101,462
Tomas Tatar,Left Wing,Forward,8,Montréal Canadiens,890,Brendan Gallagher,Right Wing,Forward,8,Montréal Canadiens,936,464
Brock Boeser,Right Wing,Forward,23,Vancouver Canucks,1209,Elias Pettersson,Center,Forward,23,Vancouver Canucks,524,474
Ryan Johansen,Center,Forward,18,Nashville Predators,979,Viktor Arvidsson,Right Wing,Forward,26,Los Angeles Kings,911,474
David Savard,Defenseman,Defenseman,14,Tampa Bay Lightning,1354,Vladislav Gavrikov,Defenseman,Defenseman,29,Columbus Blue Jackets,1088,475
Mark Scheifele,Center,Forward,52,Winnipeg Jets,1377,Paul Stastny,Center,Forward,52,Winnipeg Jets,1192,476
Jordan Staal,Center,Forward,12,Carolina Hurricanes,1302,Andrei Svechnikov,Right Wing,Forward,12,Carolina Hurricanes,1307,480
Darren Helm,Left Wing,Forward,17,Detroit Red Wings,691,Luke Glendening,Center,Forward,17,Detroit Red Wings,801,481
Connor Murphy,Defenseman,Defenseman,16,Chicago Blackhawks,1199,Nikita Zadorov,Defenseman,Defenseman,16,Chicago Blackhawks,1089,485
Yegor Sharangovich,Center,Forward,1,New Jersey Devils,993,Janne Kuokkanen,Left Wing,Forward,1,New Jersey Devils,757,486
Marcus Foligno,Left Wing,Forward,30,Minnesota Wild,711,Jordan Greenway,Left Wing,Forward,30,Minnesota Wild,1086,490
Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1473,Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,1101,490
Denis Gurianov,Right Wing,Forward,25,Dallas Stars,962,Jamie Benn,Left Wing,Forward,25,Dallas Stars,1045,491
Alex Ovechkin,Left Wing,Forward,15,Washington Capitals,1064,Evgeny Kuznetsov,Center,Forward,15,Washington Capitals,813,491
Sean Couturier,Center,Forward,4,Philadelphia Flyers,918,James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,991,492
Teddy Blueger,Center,Forward,5,Pittsburgh Penguins,803,Zach Aston-Reese,Left Wing,Forward,5,Pittsburgh Penguins,774,492
Erik Haula,Left Wing,Forward,18,Nashville Predators,1026,Nick Cousins,Center,Forward,18,Nashville Predators,808,493
Brayden Point,Center,Forward,14,Tampa Bay Lightning,1580,Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1473,495
Christopher Tanev,Defenseman,Defenseman,20,Calgary Flames,1220,Mark Giordano,Defenseman,Defenseman,20,Calgary Flames,1360,495
Steven Stamkos,Center,Forward,14,Tampa Bay Lightning,1146,Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1434,496
Alex Ovechkin,Left Wing,Forward,15,Washington Capitals,1064,Nicklas Backstrom,Center,Forward,15,Washington Capitals,1216,497
Vincent Trocheck,Center,Forward,12,Carolina Hurricanes,1127,Nino Niederreiter,Right Wing,Forward,12,Carolina Hurricanes,1068,498
Brayden Schenn,Center,Forward,19,St. Louis Blues,1301,Jaden Schwartz,Left Wing,Forward,19,St. Louis Blues,800,500
Josh Anderson,Right Wing,Forward,8,Montréal Canadiens,1318,Jesperi Kotkaniemi,Center,Forward,8,Montréal Canadiens,1163,501
Damon Severson,Defenseman,Defenseman,1,New Jersey Devils,1305,Ty Smith,Defenseman,Defenseman,1,New Jersey Devils,1022,503
Roman Josi,Defenseman,Defenseman,18,Nashville Predators,1462,Ryan Ellis,Defenseman,Defenseman,18,Nashville Predators,1056,503
Teuvo Teravainen,Left Wing,Forward,12,Carolina Hurricanes,642,Sebastian Aho,Center,Forward,12,Carolina Hurricanes,1520,505
Anders Lee,Left Wing,Forward,2,New York Islanders,524,Mathew Barzal,Center,Forward,2,New York Islanders,1436,508
Mikael Backlund,Center,Forward,20,Calgary Flames,956,Andrew Mangiapane,Left Wing,Forward,20,Calgary Flames,934,508
David Perron,Left Wing,Forward,19,St. Louis Blues,1156,Brayden Schenn,Center,Forward,19,St. Louis Blues,1301,511
Ryan Johansen,Center,Forward,18,Nashville Predators,979,Filip Forsberg,Left Wing,Forward,18,Nashville Predators,871,512
Marcus Foligno,Left Wing,Forward,30,Minnesota Wild,711,Joel Eriksson Ek,Center,Forward,30,Minnesota Wild,1136,513
Oliver Wahlstrom,Right Wing,Forward,2,New York Islanders,649,Jean-Gabriel Pageau,Center,Forward,2,New York Islanders,1372,514
Claude Giroux,Center,Forward,4,Philadelphia Flyers,1088,Jakub Voracek,Right Wing,Forward,4,Philadelphia Flyers,943,515
Jonathan Drouin,Left Wing,Forward,8,Montréal Canadiens,758,Nick Suzuki,Center,Forward,8,Montréal Canadiens,1575,516
Devon Toews,Defenseman,Defenseman,21,Colorado Avalanche,1657,Cale Makar,Defenseman,Defenseman,21,Colorado Avalanche,1395,525
Calle Jarnkrok,Center,Forward,18,Nashville Predators,1024,Mikael Granlund,Center,Forward,18,Nashville Predators,1260,526
Pat Maroon,Left Wing,Forward,14,Tampa Bay Lightning,942,Mathieu Joseph,Right Wing,Forward,14,Tampa Bay Lightning,758,526
Adam Lowry,Center,Forward,52,Winnipeg Jets,951,Andrew Copp,Center,Forward,52,Winnipeg Jets,1246,530
Brayden Point,Center,Forward,14,Tampa Bay Lightning,1580,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1415,532
Blake Comeau,Left Wing,Forward,25,Dallas Stars,819,Andrew Cogliano,Center,Forward,25,Dallas Stars,760,532
Alex Ovechkin,Left Wing,Forward,15,Washington Capitals,1064,T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1160,533
Justin Schultz,Defenseman,Defenseman,15,Washington Capitals,1106,Dmitry Orlov,Defenseman,Defenseman,15,Washington Capitals,1231,535
Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,1184,Jack Roslovic,Center,Forward,29,Columbus Blue Jackets,895,536
Josh Anderson,Right Wing,Forward,8,Montréal Canadiens,1318,Nick Suzuki,Center,Forward,8,Montréal Canadiens,1575,536
Zach Hyman,Left Wing,Forward,10,Toronto Maple Leafs,1017,Auston Matthews,Center,Forward,10,Toronto Maple Leafs,1508,537
Marcus Pettersson,Defenseman,Defenseman,5,Pittsburgh Penguins,877,John Marino,Defenseman,Defenseman,5,Pittsburgh Penguins,1295,537
Drake Batherson,Right Wing,Forward,9,Ottawa Senators,998,Brady Tkachuk,Left Wing,Forward,9,Ottawa Senators,1148,539
Victor Hedman,Defenseman,Defenseman,14,Tampa Bay Lightning,2204,Erik Cernak,Defenseman,Defenseman,14,Tampa Bay Lightning,1391,543
Johnny Gaudreau,Left Wing,Forward,20,Calgary Flames,1144,Elias Lindholm,Center,Forward,20,Calgary Flames,1206,547
Alec Martinez,Defenseman,Defenseman,54,Vegas Golden Knights,1767,Shea Theodore,Defenseman,Defenseman,54,Vegas Golden Knights,1710,549
Cody Ceci,Defenseman,Defenseman,5,Pittsburgh Penguins,1182,Mike Matheson,Defenseman,Defenseman,5,Pittsburgh Penguins,1011,550
Tomas Tatar,Left Wing,Forward,8,Montréal Canadiens,890,Phillip Danault,Center,Forward,8,Montréal Canadiens,1417,550
Andre Burakovsky,Left Wing,Forward,21,Colorado Avalanche,1003,Nazem Kadri,Center,Forward,21,Colorado Avalanche,1024,550
Marc Staal,Defenseman,Defenseman,17,Detroit Red Wings,1034,Troy Stecher,Defenseman,Defenseman,17,Detroit Red Wings,784,552
Charlie McAvoy,Defenseman,Defenseman,6,Boston Bruins,1691,Matt Grzelcyk,Defenseman,Defenseman,6,Boston Bruins,1023,553
Travis Hamonic,Defenseman,Defenseman,23,Vancouver Canucks,753,Quinn Hughes,Defenseman,Defenseman,23,Vancouver Canucks,1382,560
T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1160,Nicklas Backstrom,Center,Forward,15,Washington Capitals,1216,560
Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,1101,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1415,563
Kirill Kaprizov,Left Wing,Forward,30,Minnesota Wild,1255,Victor Rask,Center,Forward,30,Minnesota Wild,967,564
Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1400,Pius Suter,Center,Forward,16,Chicago Blackhawks,1009,564
Jonathan Huberdeau,Left Wing,Forward,13,Florida Panthers,1289,Alex Wennberg,Center,Forward,13,Florida Panthers,1210,564
Alexander Edler,Defenseman,Defenseman,23,Vancouver Canucks,1130,Nate Schmidt,Defenseman,Defenseman,23,Vancouver Canucks,1113,565
Paul Stastny,Center,Forward,52,Winnipeg Jets,1192,Blake Wheeler,Right Wing,Forward,52,Winnipeg Jets,1153,566
Patric Hornqvist,Right Wing,Forward,13,Florida Panthers,875,Alex Wennberg,Center,Forward,13,Florida Panthers,1210,577
David Krejci,Center,Forward,6,Boston Bruins,1277,Craig Smith,Center,Forward,6,Boston Bruins,1040,590
Chris Kreider,Left Wing,Forward,3,New York Rangers,888,Mika Zibanejad,Center,Forward,3,New York Rangers,1228,591
Mitchell Marner,Right Wing,Forward,10,Toronto Maple Leafs,1545,Zach Hyman,Left Wing,Forward,10,Toronto Maple Leafs,1017,591
Justin Braun,Defenseman,Defenseman,4,Philadelphia Flyers,1032,Ivan Provorov,Defenseman,Defenseman,4,Philadelphia Flyers,1562,591
Jordan Staal,Center,Forward,12,Carolina Hurricanes,1302,Warren Foegele,Left Wing,Forward,12,Carolina Hurricanes,942,599
Carter Verhaeghe,Center,Forward,13,Florida Panthers,926,Aleksander Barkov,Center,Forward,13,Florida Panthers,1281,601
Steven Stamkos,Center,Forward,14,Tampa Bay Lightning,1146,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1415,602
Mark Giordano,Defenseman,Defenseman,20,Calgary Flames,1360,Rasmus Andersson,Defenseman,Defenseman,20,Calgary Flames,1192,610
Josh Morrissey,Defenseman,Defenseman,52,Winnipeg Jets,1568,Tucker Poolman,Defenseman,Defenseman,52,Winnipeg Jets,928,612
Patric Hornqvist,Right Wing,Forward,13,Florida Panthers,875,Jonathan Huberdeau,Left Wing,Forward,13,Florida Panthers,1289,620
Kevin Labanc,Right Wing,Forward,28,San Jose Sharks,941,Evander Kane,Left Wing,Forward,28,San Jose Sharks,1268,622
K'Andre Miller,Defenseman,Defenseman,3,New York Rangers,1206,Jacob Trouba,Defenseman,Defenseman,3,New York Rangers,832,632
Martin Necas,Center,Forward,12,Carolina Hurricanes,1276,Vincent Trocheck,Center,Forward,12,Carolina Hurricanes,1127,632
Erik Karlsson,Defenseman,Defenseman,28,San Jose Sharks,1366,Nikolai Knyzhov,Defenseman,Defenseman,28,San Jose Sharks,971,633
Cal Clutterbuck,Right Wing,Forward,2,New York Islanders,968,Matt Martin,Left Wing,Forward,2,New York Islanders,839,635
John Carlson,Defenseman,Defenseman,15,Washington Capitals,1426,Brenden Dillon,Defenseman,Defenseman,15,Washington Capitals,1216,643
Ian Cole,Defenseman,Defenseman,30,Minnesota Wild,971,Carson Soucy,Defenseman,Defenseman,30,Minnesota Wild,817,645
Carl Hagelin,Left Wing,Forward,15,Washington Capitals,908,Garnet Hathaway,Right Wing,Forward,15,Washington Capitals,764,646
MacKenzie Weegar,Defenseman,Defenseman,13,Florida Panthers,1496,Aaron Ekblad,Defenseman,Defenseman,13,Florida Panthers,978,647
